Timestamp,Euler_X,Euler_Y,Euler_Z,Acc_X,Acc_Y,Acc_Z,Gyr_X,Gyr_Y,Gyr_Z,Mag_X,Mag_Y,Mag_Z
2024-01-03 23:58:16.069,-0.423565,-0.426738,56.421999,0.09,0.07,9.65,0.062,-0.25,0.062,5.562,8.5,-31.75
2024-01-03 23:58:16.082,-0.432135,-0.426225,57.532245,0.07,0.1,9.63,0.0,0.0,-0.062,5.562,8.875,-32.188
2024-01-03 23:58:16.095,-0.422403,-0.431631,53.397197,0.09,0.04,9.65,0.188,0.0,0.125,6.25,8.5,-31.0
2024-01-03 23:58:16.180,-0.427697,-0.427384,59.370542,0.07,0.08,9.62,0.062,-0.125,0.062,5.562,9.562,-32.875
2024-01-03 23:58:16.193,-0.42513,-0.427935,58.98981,0.06,0.08,9.61,-0.062,0.0,0.062,4.75,8.062,-32.188
2024-01-03 23:58:16.206,-0.427114,-0.423845,59.378438,0.06,0.07,9.64,0.062,0.188,0.0,5.562,9.562,-32.875
2024-01-03 23:58:16.255,-0.432615,-0.426525,59.235805,0.08,0.09,9.6,0.062,0.125,0.062,5.188,8.875,-32.562
2024-01-03 23:58:16.281,-0.434832,-0.423085,58.200744,0.06,0.08,9.61,0.062,-0.062,-0.062,5.188,8.5,-31.0
2024-01-03 23:58:16.331,-0.433849,-0.42269,55.628916,0.07,0.07,9.66,-0.062,-0.125,-0.062,6.0,8.875,-32.188
2024-01-03 23:58:16.402,-0.425961,-0.433664,59.350747,0.1,0.04,9.67,0.0,0.0,0.0,5.562,9.562,-33.0
2024-01-03 23:58:16.444,-0.434472,-0.438809,56.401004,0.09,0.1,9.61,0.125,-0.125,0.125,5.562,8.5,-32.5
2024-01-03 23:58:16.480,-0.445573,-0.446709,53.070472,0.1,0.11,9.6,0.0,0.062,-0.125,6.0,8.062,-31.0
2024-01-03 23:58:16.526,-0.444053,-0.442167,55.057474,0.06,0.07,9.66,0.0,-0.062,0.0,5.562,8.062,-31.0
2024-01-03 23:58:16.621,-0.451567,-0.437889,63.473643,0.06,0.1,9.64,-0.062,-0.062,0.062,4.5,9.25,-31.75
2024-01-03 23:58:16.633,-0.446801,-0.436775,63.470232,0.07,0.06,9.65,-0.125,0.125,-0.125,4.5,9.25,-31.75
2024-01-03 23:58:16.656,-0.445306,-0.441737,55.056784,0.09,0.07,9.62,0.062,-0.062,0.125,5.562,8.062,-31.375
2024-01-03 23:58:16.719,-0.446889,-0.446479,58.149762,0.09,0.08,9.61,0.0,-0.062,0.125,5.188,8.5,-31.75
2024-01-03 23:58:16.735,-0.442301,-0.45079,58.94321,0.09,0.06,9.68,0.0,0.0,0.25,4.75,8.062,-32.875
2024-01-03 23:58:16.793,-0.441009,-0.449074,58.521259,0.07,0.07,9.63,-0.125,0.25,0.25,5.562,9.25,-32.562
2024-01-03 23:58:16.806,-0.448614,-0.45331,58.522362,0.09,0.1,9.66,-0.062,0.0,0.062,5.562,9.25,-32.562
2024-01-03 23:58:16.896,-0.44394,-0.457279,58.099999,0.09,0.06,9.68,0.062,0.062,0.062,5.188,8.5,-32.875
2024-01-03 23:58:16.915,-0.427644,-0.458018,61.215349,0.08,0.02,9.71,0.0,0.062,0.062,4.75,8.875,-32.5
2024-01-03 23:58:16.967,-0.436009,-0.458915,58.0822,0.08,0.1,9.63,-0.062,-0.062,0.062,5.188,8.5,-32.875
2024-01-03 23:58:17.018,-0.436645,-0.451922,61.251138,0.07,0.05,9.66,0.0,0.0,0.25,4.75,8.875,-32.188
2024-01-03 23:58:17.032,-0.444018,-0.453855,58.109367,0.06,0.1,9.61,-0.062,0.062,0.0,5.188,8.5,-32.875
2024-01-03 23:58:17.077,-0.435637,-0.453124,54.433239,0.08,0.07,9.63,0.0,-0.25,-0.125,6.0,8.5,-31.75
2024-01-03 23:58:17.133,-0.437653,-0.442367,51.968468,0.04,0.08,9.63,0.0,0.0,-0.062,6.25,8.062,-32.5
2024-01-03 23:58:17.175,-0.44558,-0.441116,51.98654,0.07,0.1,9.61,0.125,-0.062,-0.062,6.25,8.062,-32.5
